_link,_link_main,weekday,period_begin,period_end
4150.location.opening_times.regular_hours.6,4150,7,08:30,19:00
4213.location.opening_times.regular_hours.0,4213,1,09:00,23:59
4213.location.opening_times.regular_hours.1,4213,2,09:00,23:59
4213.location.opening_times.regular_hours.2,4213,3,09:00,23:59
4213.location.opening_times.regular_hours.3,4213,4,09:00,23:59
4213.location.opening_times.regular_hours.4,4213,5,09:00,23:59
4213.location.opening_times.regular_hours.5,4213,6,09:00,23:59
4213.location.opening_times.regular_hours.6,4213,7,09:00,23:59
4214.location.opening_times.regular_hours.0,4214,1,09:00,23:59
4214.location.opening_times.regular_hours.1,4214,2,09:00,23:59
4214.location.opening_times.regular_hours.2,4214,3,09:00,23:59
4214.location.opening_times.regular_hours.3,4214,4,09:00,23:59
4214.location.opening_times.regular_hours.4,4214,5,09:00,23:59
4214.location.opening_times.regular_hours.5,4214,6,09:00,23:59
4214.location.opening_times.regular_hours.6,4214,7,09:00,23:59
4217.location.opening_times.regular_hours.0,4217,1,09:00,23:59
4217.location.opening_times.regular_hours.1,4217,2,09:00,23:59
4217.location.opening_times.regular_hours.2,4217,3,09:00,23:59
4217.location.opening_times.regular_hours.3,4217,4,09:00,23:59
4217.location.opening_times.regular_hours.4,4217,5,09:00,23:59
4217.location.opening_times.regular_hours.5,4217,6,09:00,23:59
4217.location.opening_times.regular_hours.6,4217,7,09:00,23:59
4218.location.opening_times.regular_hours.0,4218,1,09:00,23:59
4218.location.opening_times.regular_hours.1,4218,2,09:00,23:59
4218.location.opening_times.regular_hours.2,4218,3,09:00,23:59
4218.location.opening_times.regular_hours.3,4218,4,09:00,23:59
4218.location.opening_times.regular_hours.4,4218,5,09:00,23:59
4218.location.opening_times.regular_hours.5,4218,6,09:00,23:59
4218.location.opening_times.regular_hours.6,4218,7,09:00,23:59
4237.location.opening_times.regular_hours.0,4237,2,06:00,18:00
4237.location.opening_times.regular_hours.1,4237,7,06:00,18:00
4237.location.opening_times.regular_hours.2,4237,6,06:00,18:00
4237.location.opening_times.regular_hours.3,4237,5,06:00,18:00
4237.location.opening_times.regular_hours.4,4237,4,06:00,18:00
4237.location.opening_times.regular_hours.5,4237,3,06:00,18:00
4237.location.opening_times.regular_hours.6,4237,1,06:00,18:00
4238.location.opening_times.regular_hours.0,4238,2,06:00,18:00
4238.location.opening_times.regular_hours.1,4238,7,06:00,18:00
4238.location.opening_times.regular_hours.2,4238,6,06:00,18:00
4238.location.opening_times.regular_hours.3,4238,5,06:00,18:00
4238.location.opening_times.regular_hours.4,4238,4,06:00,18:00
4238.location.opening_times.regular_hours.5,4238,3,06:00,18:00
4238.location.opening_times.regular_hours.6,4238,1,06:00,18:00
4239.location.opening_times.regular_hours.0,4239,7,06:00,18:00
4239.location.opening_times.regular_hours.1,4239,5,06:00,18:00
4239.location.opening_times.regular_hours.2,4239,6,06:00,18:00
4239.location.opening_times.regular_hours.3,4239,1,06:00,18:00
4239.location.opening_times.regular_hours.4,4239,4,06:00,18:00
4239.location.opening_times.regular_hours.5,4239,3,06:00,18:00
4239.location.opening_times.regular_hours.6,4239,2,06:00,18:00
4240.location.opening_times.regular_hours.0,4240,7,06:00,18:00
4240.location.opening_times.regular_hours.1,4240,5,06:00,18:00
4240.location.opening_times.regular_hours.2,4240,6,06:00,18:00
4240.location.opening_times.regular_hours.3,4240,1,06:00,18:00
4240.location.opening_times.regular_hours.4,4240,4,06:00,18:00
4240.location.opening_times.regular_hours.5,4240,3,06:00,18:00
4240.location.opening_times.regular_hours.6,4240,2,06:00,18:00
4241.location.opening_times.regular_hours.0,4241,2,06:00,18:00
4241.location.opening_times.regular_hours.1,4241,3,06:00,18:00
4241.location.opening_times.regular_hours.2,4241,1,06:00,18:00
4241.location.opening_times.regular_hours.3,4241,4,06:00,18:00
4241.location.opening_times.regular_hours.4,4241,5,06:00,18:00
4241.location.opening_times.regular_hours.5,4241,6,06:00,18:00
4241.location.opening_times.regular_hours.6,4241,7,06:00,18:00
4242.location.opening_times.regular_hours.0,4242,2,06:00,18:00
4242.location.opening_times.regular_hours.1,4242,3,06:00,18:00
4242.location.opening_times.regular_hours.2,4242,1,06:00,18:00
4242.location.opening_times.regular_hours.3,4242,4,06:00,18:00
4242.location.opening_times.regular_hours.4,4242,5,06:00,18:00
4242.location.opening_times.regular_hours.5,4242,6,06:00,18:00
4242.location.opening_times.regular_hours.6,4242,7,06:00,18:00
4243.location.opening_times.regular_hours.0,4243,2,06:00,18:00
4243.location.opening_times.regular_hours.1,4243,7,06:00,18:00
4243.location.opening_times.regular_hours.2,4243,6,06:00,18:00
4243.location.opening_times.regular_hours.3,4243,5,06:00,18:00
4243.location.opening_times.regular_hours.4,4243,4,06:00,18:00
4243.location.opening_times.regular_hours.5,4243,3,06:00,18:00
4243.location.opening_times.regular_hours.6,4243,1,06:00,18:00
4244.location.opening_times.regular_hours.0,4244,2,06:00,18:00
4244.location.opening_times.regular_hours.1,4244,7,06:00,18:00
4244.location.opening_times.regular_hours.2,4244,6,06:00,18:00
4244.location.opening_times.regular_hours.3,4244,5,06:00,18:00
4244.location.opening_times.regular_hours.4,4244,4,06:00,18:00
4244.location.opening_times.regular_hours.5,4244,3,06:00,18:00
4244.location.opening_times.regular_hours.6,4244,1,06:00,18:00
4245.location.opening_times.regular_hours.0,4245,2,06:00,18:00
4245.location.opening_times.regular_hours.1,4245,7,06:00,18:00
4245.location.opening_times.regular_hours.2,4245,6,06:00,18:00
4245.location.opening_times.regular_hours.3,4245,5,06:00,18:00
4245.location.opening_times.regular_hours.4,4245,4,06:00,18:00
4245.location.opening_times.regular_hours.5,4245,3,06:00,18:00
4245.location.opening_times.regular_hours.6,4245,1,06:00,18:00
4246.location.opening_times.regular_hours.0,4246,1,06:00,18:00
4246.location.opening_times.regular_hours.1,4246,3,06:00,18:00
4246.location.opening_times.regular_hours.2,4246,6,06:00,18:00
4246.location.opening_times.regular_hours.3,4246,2,06:00,18:00
4246.location.opening_times.regular_hours.4,4246,5,06:00,18:00
4246.location.opening_times.regular_hours.5,4246,4,06:00,18:00
4246.location.opening_times.regular_hours.6,4246,7,06:00,18:00
4247.location.opening_times.regular_hours.0,4247,1,06:00,18:00
4247.location.opening_times.regular_hours.1,4247,3,06:00,18:00
4247.location.opening_times.regular_hours.2,4247,6,06:00,18:00
4247.location.opening_times.regular_hours.3,4247,2,06:00,18:00
4247.location.opening_times.regular_hours.4,4247,5,06:00,18:00
4247.location.opening_times.regular_hours.5,4247,4,06:00,18:00
4247.location.opening_times.regular_hours.6,4247,7,06:00,18:00
4248.location.opening_times.regular_hours.0,4248,4,06:00,18:00
4248.location.opening_times.regular_hours.1,4248,1,06:00,18:00
4248.location.opening_times.regular_hours.2,4248,2,06:00,18:00
4248.location.opening_times.regular_hours.3,4248,3,06:00,18:00
4248.location.opening_times.regular_hours.4,4248,5,06:00,18:00
4248.location.opening_times.regular_hours.5,4248,6,06:00,18:00
4248.location.opening_times.regular_hours.6,4248,7,06:00,18:00
4249.location.opening_times.regular_hours.0,4249,4,06:00,18:00
4249.location.opening_times.regular_hours.1,4249,1,06:00,18:00
4249.location.opening_times.regular_hours.2,4249,2,06:00,18:00
4249.location.opening_times.regular_hours.3,4249,3,06:00,18:00
4249.location.opening_times.regular_hours.4,4249,5,06:00,18:00
4249.location.opening_times.regular_hours.5,4249,6,06:00,18:00
4249.location.opening_times.regular_hours.6,4249,7,06:00,18:00
4250.location.opening_times.regular_hours.0,4250,4,06:00,18:00
4250.location.opening_times.regular_hours.1,4250,1,06:00,18:00
4250.location.opening_times.regular_hours.2,4250,2,06:00,18:00
4250.location.opening_times.regular_hours.3,4250,3,06:00,18:00
4250.location.opening_times.regular_hours.4,4250,5,06:00,18:00
4250.location.opening_times.regular_hours.5,4250,6,06:00,18:00
4250.location.opening_times.regular_hours.6,4250,7,06:00,18:00
4333.location.opening_times.regular_hours.0,4333,2,06:00,18:00
4333.location.opening_times.regular_hours.1,4333,4,06:00,18:00
4333.location.opening_times.regular_hours.2,4333,1,06:00,18:00
4333.location.opening_times.regular_hours.3,4333,5,06:00,18:00
4333.location.opening_times.regular_hours.4,4333,3,06:00,18:00
4334.location.opening_times.regular_hours.0,4334,2,06:00,18:00
4334.location.opening_times.regular_hours.1,4334,4,06:00,18:00
4334.location.opening_times.regular_hours.2,4334,1,06:00,18:00
4334.location.opening_times.regular_hours.3,4334,5,06:00,18:00
4334.location.opening_times.regular_hours.4,4334,3,06:00,18:00
4515.location.opening_times.regular_hours.0,4515,1,06:00,18:00
4515.location.opening_times.regular_hours.1,4515,3,06:00,18:00
4515.location.opening_times.regular_hours.2,4515,2,06:00,18:00
4515.location.opening_times.regular_hours.3,4515,5,06:00,18:00
4515.location.opening_times.regular_hours.4,4515,4,06:00,18:00
4516.location.opening_times.regular_hours.0,4516,1,06:00,18:00
4516.location.opening_times.regular_hours.1,4516,3,06:00,18:00
4516.location.opening_times.regular_hours.2,4516,2,06:00,18:00
4516.location.opening_times.regular_hours.3,4516,5,06:00,18:00
4516.location.opening_times.regular_hours.4,4516,4,06:00,18:00
4517.location.opening_times.regular_hours.0,4517,1,06:00,18:00
4517.location.opening_times.regular_hours.1,4517,3,06:00,18:00
4517.location.opening_times.regular_hours.2,4517,2,06:00,18:00
4517.location.opening_times.regular_hours.3,4517,5,06:00,18:00
4517.location.opening_times.regular_hours.4,4517,4,06:00,18:00
4518.location.opening_times.regular_hours.0,4518,1,06:00,18:00
4518.location.opening_times.regular_hours.1,4518,3,06:00,18:00
4518.location.opening_times.regular_hours.2,4518,2,06:00,18:00
4518.location.opening_times.regular_hours.3,4518,5,06:00,18:00
4518.location.opening_times.regular_hours.4,4518,4,06:00,18:00
4931.location.opening_times.regular_hours.0,4931,2,06:00,18:00
4931.location.opening_times.regular_hours.1,4931,4,06:00,18:00
4931.location.opening_times.regular_hours.2,4931,3,06:00,18:00
4931.location.opening_times.regular_hours.3,4931,1,06:00,18:00
4931.location.opening_times.regular_hours.4,4931,5,06:00,18:00
4932.location.opening_times.regular_hours.0,4932,2,06:00,18:00
4932.location.opening_times.regular_hours.1,4932,4,06:00,18:00
4932.location.opening_times.regular_hours.2,4932,3,06:00,18:00
4932.location.opening_times.regular_hours.3,4932,1,06:00,18:00
4932.location.opening_times.regular_hours.4,4932,5,06:00,18:00
4933.location.opening_times.regular_hours.0,4933,2,06:00,18:00
4933.location.opening_times.regular_hours.1,4933,4,06:00,18:00
4933.location.opening_times.regular_hours.2,4933,3,06:00,18:00
4933.location.opening_times.regular_hours.3,4933,1,06:00,18:00
4933.location.opening_times.regular_hours.4,4933,5,06:00,18:00
4934.location.opening_times.regular_hours.0,4934,2,06:00,18:00
4934.location.opening_times.regular_hours.1,4934,4,06:00,18:00
4934.location.opening_times.regular_hours.2,4934,3,06:00,18:00
4934.location.opening_times.regular_hours.3,4934,1,06:00,18:00
4934.location.opening_times.regular_hours.4,4934,5,06:00,18:00
4941.location.opening_times.regular_hours.0,4941,3,06:00,18:00
4941.location.opening_times.regular_hours.1,4941,1,06:00,18:00
4941.location.opening_times.regular_hours.2,4941,5,06:00,18:00
4941.location.opening_times.regular_hours.3,4941,4,06:00,18:00
4941.location.opening_times.regular_hours.4,4941,2,06:00,18:00
4942.location.opening_times.regular_hours.0,4942,3,06:00,18:00
4942.location.opening_times.regular_hours.1,4942,1,06:00,18:00
4942.location.opening_times.regular_hours.2,4942,5,06:00,18:00
4942.location.opening_times.regular_hours.3,4942,4,06:00,18:00
4942.location.opening_times.regular_hours.4,4942,2,06:00,18:00
4943.location.opening_times.regular_hours.0,4943,3,06:00,18:00
4943.location.opening_times.regular_hours.1,4943,1,06:00,18:00
4943.location.opening_times.regular_hours.2,4943,5,06:00,18:00
4943.location.opening_times.regular_hours.3,4943,4,06:00,18:00
4943.location.opening_times.regular_hours.4,4943,2,06:00,18:00
4944.location.opening_times.regular_hours.0,4944,3,06:00,18:00
4944.location.opening_times.regular_hours.1,4944,1,06:00,18:00
4944.location.opening_times.regular_hours.2,4944,5,06:00,18:00
4944.location.opening_times.regular_hours.3,4944,4,06:00,18:00
4944.location.opening_times.regular_hours.4,4944,2,06:00,18:00
4975.location.opening_times.regular_hours.0,4975,7,06:00,18:00
4975.location.opening_times.regular_hours.1,4975,5,06:00,18:00
4975.location.opening_times.regular_hours.2,4975,4,06:00,18:00
4975.location.opening_times.regular_hours.3,4975,3,06:00,18:00
4975.location.opening_times.regular_hours.4,4975,2,06:00,18:00
4975.location.opening_times.regular_hours.5,4975,6,06:00,18:00
4975.location.opening_times.regular_hours.6,4975,1,06:00,18:00
4976.location.opening_times.regular_hours.0,4976,7,06:00,18:00
4976.location.opening_times.regular_hours.1,4976,5,06:00,18:00
4976.location.opening_times.regular_hours.2,4976,4,06:00,18:00
4976.location.opening_times.regular_hours.3,4976,3,06:00,18:00
4976.location.opening_times.regular_hours.4,4976,2,06:00,18:00
4976.location.opening_times.regular_hours.5,4976,6,06:00,18:00
4976.location.opening_times.regular_hours.6,4976,1,06:00,18:00
4977.location.opening_times.regular_hours.0,4977,7,06:00,18:00
4977.location.opening_times.regular_hours.1,4977,5,06:00,18:00
4977.location.opening_times.regular_hours.2,4977,4,06:00,18:00
4977.location.opening_times.regular_hours.3,4977,3,06:00,18:00
4977.location.opening_times.regular_hours.4,4977,2,06:00,18:00
4977.location.opening_times.regular_hours.5,4977,6,06:00,18:00
4977.location.opening_times.regular_hours.6,4977,1,06:00,18:00
4978.location.opening_times.regular_hours.0,4978,7,06:00,18:00
4978.location.opening_times.regular_hours.1,4978,5,06:00,18:00
4978.location.opening_times.regular_hours.2,4978,4,06:00,18:00
4978.location.opening_times.regular_hours.3,4978,3,06:00,18:00
4978.location.opening_times.regular_hours.4,4978,2,06:00,18:00
4978.location.opening_times.regular_hours.5,4978,6,06:00,18:00
4978.location.opening_times.regular_hours.6,4978,1,06:00,18:00
5047.location.opening_times.regular_hours.0,5047,3,06:00,18:00
5047.location.opening_times.regular_hours.1,5047,2,06:00,18:00
5047.location.opening_times.regular_hours.2,5047,1,06:00,18:00
5047.location.opening_times.regular_hours.3,5047,5,06:00,18:00
5047.location.opening_times.regular_hours.4,5047,4,06:00,18:00
5048.location.opening_times.regular_hours.0,5048,3,06:00,18:00
5048.location.opening_times.regular_hours.1,5048,2,06:00,18:00
5048.location.opening_times.regular_hours.2,5048,1,06:00,18:00
5048.location.opening_times.regular_hours.3,5048,5,06:00,18:00
5048.location.opening_times.regular_hours.4,5048,4,06:00,18:00
5049.location.opening_times.regular_hours.0,5049,3,06:00,18:00
5049.location.opening_times.regular_hours.1,5049,2,06:00,18:00
5049.location.opening_times.regular_hours.2,5049,1,06:00,18:00
5049.location.opening_times.regular_hours.3,5049,5,06:00,18:00
5049.location.opening_times.regular_hours.4,5049,4,06:00,18:00
5050.location.opening_times.regular_hours.0,5050,3,06:00,18:00
5050.location.opening_times.regular_hours.1,5050,2,06:00,18:00
5050.location.opening_times.regular_hours.2,5050,1,06:00,18:00
5050.location.opening_times.regular_hours.3,5050,5,06:00,18:00
5050.location.opening_times.regular_hours.4,5050,4,06:00,18:00
5135.location.opening_times.regular_hours.0,5135,6,06:00,18:00
5135.location.opening_times.regular_hours.1,5135,5,06:00,18:00
5135.location.opening_times.regular_hours.2,5135,4,06:00,18:00
5135.location.opening_times.regular_hours.3,5135,3,06:00,18:00
5135.location.opening_times.regular_hours.4,5135,2,06:00,18:00
5135.location.opening_times.regular_hours.5,5135,1,06:00,18:00
5135.location.opening_times.regular_hours.6,5135,7,06:00,18:00
5136.location.opening_times.regular_hours.0,5136,6,06:00,18:00
5136.location.opening_times.regular_hours.1,5136,5,06:00,18:00
5136.location.opening_times.regular_hours.2,5136,4,06:00,18:00
5136.location.opening_times.regular_hours.3,5136,3,06:00,18:00
5136.location.opening_times.regular_hours.4,5136,2,06:00,18:00
5136.location.opening_times.regular_hours.5,5136,1,06:00,18:00
5136.location.opening_times.regular_hours.6,5136,7,06:00,18:00
5137.location.opening_times.regular_hours.0,5137,6,06:00,18:00
5137.location.opening_times.regular_hours.1,5137,5,06:00,18:00
5137.location.opening_times.regular_hours.2,5137,4,06:00,18:00
5137.location.opening_times.regular_hours.3,5137,3,06:00,18:00
5137.location.opening_times.regular_hours.4,5137,2,06:00,18:00
5137.location.opening_times.regular_hours.5,5137,1,06:00,18:00
