_link,_link_main,standard,power_type,max_electric_power
3029.connectors.0,3029,IEC_62196_T2,AC_3_PHASE,11063
3030.connectors.0,3030,IEC_62196_T2,AC_3_PHASE,22127
3031.connectors.0,3031,IEC_62196_T2,AC_3_PHASE,22127
3032.connectors.0,3032,IEC_62196_T2,AC_3_PHASE,22127
3033.connectors.0,3033,IEC_62196_T2,AC_3_PHASE,22127
3034.connectors.0,3034,IEC_62196_T2,AC_3_PHASE,16595
3035.connectors.0,3035,IEC_62196_T2,AC_3_PHASE,16595
3036.connectors.0,3036,IEC_62196_T2,AC_3_PHASE,22127
3037.connectors.0,3037,IEC_62196_T2,AC_3_PHASE,22127
3038.connectors.0,3038,IEC_62196_T2,AC_3_PHASE,16595
3039.connectors.0,3039,IEC_62196_T2,AC_3_PHASE,16595
3040.connectors.0,3040,IEC_62196_T2,AC_3_PHASE,22127
3041.connectors.0,3041,IEC_62196_T2,AC_3_PHASE,22127
3042.connectors.0,3042,IEC_62196_T2,AC_3_PHASE,16595
3043.connectors.0,3043,IEC_62196_T2,AC_3_PHASE,16595
3044.connectors.0,3044,IEC_62196_T2,AC_3_PHASE,22127
3045.connectors.0,3045,IEC_62196_T2,AC_3_PHASE,22127
3046.connectors.0,3046,IEC_62196_T2,AC_3_PHASE,22127
3047.connectors.0,3047,IEC_62196_T2,AC_3_PHASE,22127
3048.connectors.0,3048,IEC_62196_T2,AC_3_PHASE,22127
3049.connectors.0,3049,IEC_62196_T2,AC_3_PHASE,22127
3050.connectors.0,3050,IEC_62196_T2,AC_3_PHASE,22127
3051.connectors.0,3051,IEC_62196_T2,AC_3_PHASE,22127
3052.connectors.0,3052,IEC_62196_T2,AC_3_PHASE,22127
3053.connectors.0,3053,IEC_62196_T2,AC_3_PHASE,22127
3054.connectors.0,3054,IEC_62196_T2,AC_3_PHASE,16595
3055.connectors.0,3055,IEC_62196_T2,AC_3_PHASE,16595
3056.connectors.0,3056,IEC_62196_T2,AC_3_PHASE,16595
3057.connectors.0,3057,IEC_62196_T2,AC_3_PHASE,16595
3058.connectors.0,3058,IEC_62196_T2,AC_3_PHASE,22127
3059.connectors.0,3059,IEC_62196_T2,AC_3_PHASE,22127
3060.connectors.0,3060,IEC_62196_T2,AC_3_PHASE,22127
3061.connectors.0,3061,IEC_62196_T2,AC_3_PHASE,22127
3062.connectors.0,3062,IEC_62196_T2,AC_3_PHASE,22127
3063.connectors.0,3063,IEC_62196_T2,AC_3_PHASE,22127
3064.connectors.0,3064,IEC_62196_T2,AC_3_PHASE,22127
3065.connectors.0,3065,IEC_62196_T2,AC_3_PHASE,22127
3066.connectors.0,3066,IEC_62196_T2,AC_3_PHASE,22127
3067.connectors.0,3067,IEC_62196_T2,AC_3_PHASE,22127
3068.connectors.0,3068,IEC_62196_T2,AC_3_PHASE,16595
3069.connectors.0,3069,IEC_62196_T2,AC_3_PHASE,16595
3070.connectors.0,3070,IEC_62196_T2,AC_3_PHASE,7606
3071.connectors.0,3071,IEC_62196_T2,AC_3_PHASE,7606
3072.connectors.0,3072,IEC_62196_T2,AC_3_PHASE,22127
3073.connectors.0,3073,IEC_62196_T2,AC_3_PHASE,22127
3074.connectors.0,3074,IEC_62196_T2,AC_3_PHASE,16595
3075.connectors.0,3075,IEC_62196_T2,AC_3_PHASE,16595
3076.connectors.0,3076,IEC_62196_T2,AC_3_PHASE,22127
3077.connectors.0,3077,IEC_62196_T2,AC_3_PHASE,22127
3078.connectors.0,3078,IEC_62196_T2,AC_3_PHASE,22127
3079.connectors.0,3079,IEC_62196_T2,AC_3_PHASE,22127
3080.connectors.0,3080,IEC_62196_T2,AC_3_PHASE,16595
3081.connectors.0,3081,IEC_62196_T2,AC_3_PHASE,16595
3082.connectors.0,3082,IEC_62196_T2,AC_3_PHASE,22127
3083.connectors.0,3083,IEC_62196_T2,AC_3_PHASE,22127
3084.connectors.0,3084,IEC_62196_T2,AC_3_PHASE,22127
3085.connectors.0,3085,IEC_62196_T2,AC_3_PHASE,22127
3086.connectors.0,3086,IEC_62196_T2,AC_3_PHASE,16595
3087.connectors.0,3087,IEC_62196_T2,AC_3_PHASE,16595
3088.connectors.0,3088,IEC_62196_T2,AC_3_PHASE,16595
3089.connectors.0,3089,IEC_62196_T2,AC_3_PHASE,16595
3090.connectors.0,3090,IEC_62196_T2,AC_3_PHASE,16595
3091.connectors.0,3091,IEC_62196_T2,AC_3_PHASE,16595
3092.connectors.0,3092,IEC_62196_T2,AC_3_PHASE,16595
3093.connectors.0,3093,IEC_62196_T2,AC_3_PHASE,16595
3094.connectors.0,3094,IEC_62196_T2,AC_3_PHASE,22127
3095.connectors.0,3095,IEC_62196_T2,AC_3_PHASE,22127
3096.connectors.0,3096,IEC_62196_T2,AC_3_PHASE,22127
3097.connectors.0,3097,IEC_62196_T2,AC_3_PHASE,22127
3098.connectors.0,3098,IEC_62196_T2,AC_3_PHASE,16595
3099.connectors.0,3099,IEC_62196_T2,AC_3_PHASE,16595
3100.connectors.0,3100,IEC_62196_T2,AC_3_PHASE,22127
3101.connectors.0,3101,IEC_62196_T2,AC_3_PHASE,22127
3102.connectors.0,3102,IEC_62196_T2,AC_3_PHASE,16595
3103.connectors.0,3103,IEC_62196_T2,AC_3_PHASE,16595
3104.connectors.0,3104,IEC_62196_T2,AC_3_PHASE,22127
3105.connectors.0,3105,IEC_62196_T2,AC_3_PHASE,22127
3106.connectors.0,3106,IEC_62196_T2,AC_3_PHASE,16595
3107.connectors.0,3107,IEC_62196_T2,AC_3_PHASE,16595
3108.connectors.0,3108,IEC_62196_T2,AC_3_PHASE,16595
3109.connectors.0,3109,IEC_62196_T2,AC_3_PHASE,16595
3110.connectors.0,3110,IEC_62196_T2,AC_3_PHASE,22127
3111.connectors.0,3111,IEC_62196_T2,AC_3_PHASE,22127
3112.connectors.0,3112,IEC_62196_T2,AC_3_PHASE,22127
3113.connectors.0,3113,IEC_62196_T2,AC_3_PHASE,22127
3114.connectors.0,3114,IEC_62196_T2,AC_3_PHASE,22127
3115.connectors.0,3115,IEC_62196_T2,AC_3_PHASE,22127
3116.connectors.0,3116,IEC_62196_T2,AC_3_PHASE,22127
3117.connectors.0,3117,IEC_62196_T2,AC_3_PHASE,22127
3118.connectors.0,3118,IEC_62196_T2,AC_3_PHASE,22127
3119.connectors.0,3119,IEC_62196_T2,AC_3_PHASE,22127
3120.connectors.0,3120,IEC_62196_T2,AC_3_PHASE,22127
3121.connectors.0,3121,IEC_62196_T2,AC_3_PHASE,22127
3122.connectors.0,3122,IEC_62196_T2,AC_3_PHASE,22127
3123.connectors.0,3123,IEC_62196_T2,AC_3_PHASE,22127
3124.connectors.0,3124,IEC_62196_T2,AC_3_PHASE,22127
3125.connectors.0,3125,IEC_62196_T2,AC_3_PHASE,22127
3126.connectors.0,3126,IEC_62196_T2,AC_3_PHASE,22127
3127.connectors.0,3127,IEC_62196_T2,AC_3_PHASE,22127
3128.connectors.0,3128,IEC_62196_T2,AC_3_PHASE,22127
3129.connectors.0,3129,IEC_62196_T2,AC_3_PHASE,22127
3130.connectors.0,3130,IEC_62196_T2,AC_3_PHASE,22127
3131.connectors.0,3131,IEC_62196_T2,AC_3_PHASE,22127
3132.connectors.0,3132,IEC_62196_T2,AC_3_PHASE,22127
3133.connectors.0,3133,IEC_62196_T2,AC_3_PHASE,22127
3134.connectors.0,3134,IEC_62196_T2,AC_3_PHASE,22127
3135.connectors.0,3135,IEC_62196_T2,AC_3_PHASE,22127
3136.connectors.0,3136,IEC_62196_T2,AC_3_PHASE,22127
3137.connectors.0,3137,IEC_62196_T2,AC_3_PHASE,22127
3138.connectors.0,3138,IEC_62196_T2,AC_3_PHASE,22127
3139.connectors.0,3139,IEC_62196_T2,AC_3_PHASE,22127
3140.connectors.0,3140,IEC_62196_T2,AC_3_PHASE,22127
3141.connectors.0,3141,IEC_62196_T2,AC_3_PHASE,22127
3142.connectors.0,3142,IEC_62196_T2,AC_3_PHASE,22127
3143.connectors.0,3143,IEC_62196_T2,AC_3_PHASE,22127
3144.connectors.0,3144,IEC_62196_T2,AC_3_PHASE,22127
3145.connectors.0,3145,IEC_62196_T2,AC_3_PHASE,22127
3146.connectors.0,3146,IEC_62196_T2,AC_3_PHASE,22127
3147.connectors.0,3147,IEC_62196_T2,AC_3_PHASE,22127
3148.connectors.0,3148,IEC_62196_T2,AC_3_PHASE,22127
3149.connectors.0,3149,IEC_62196_T2,AC_3_PHASE,22127
3150.connectors.0,3150,IEC_62196_T2,AC_3_PHASE,22127
3151.connectors.0,3151,IEC_62196_T2,AC_3_PHASE,22127
3152.connectors.0,3152,IEC_62196_T2,AC_3_PHASE,22127
3153.connectors.0,3153,IEC_62196_T2,AC_3_PHASE,22127
3154.connectors.0,3154,IEC_62196_T2,AC_3_PHASE,22127
3155.connectors.0,3155,IEC_62196_T2,AC_3_PHASE,22127
3156.connectors.0,3156,IEC_62196_T2,AC_3_PHASE,22127
3157.connectors.0,3157,IEC_62196_T2,AC_3_PHASE,22127
3158.connectors.0,3158,IEC_62196_T2,AC_3_PHASE,22127
3159.connectors.0,3159,IEC_62196_T2,AC_3_PHASE,22127
3160.connectors.0,3160,IEC_62196_T2,AC_3_PHASE,22127
3161.connectors.0,3161,IEC_62196_T2,AC_3_PHASE,22127
3162.connectors.0,3162,IEC_62196_T2,AC_3_PHASE,22127
3163.connectors.0,3163,IEC_62196_T2,AC_3_PHASE,22127
3164.connectors.0,3164,IEC_62196_T2,AC_3_PHASE,22127
3165.connectors.0,3165,IEC_62196_T2,AC_3_PHASE,22127
3166.connectors.0,3166,IEC_62196_T2,AC_3_PHASE,22127
3167.connectors.0,3167,IEC_62196_T2,AC_3_PHASE,22127
3168.connectors.0,3168,IEC_62196_T2,AC_3_PHASE,22127
3169.connectors.0,3169,IEC_62196_T2,AC_3_PHASE,22127
3170.connectors.0,3170,IEC_62196_T2,AC_3_PHASE,22127
3171.connectors.0,3171,IEC_62196_T2,AC_3_PHASE,22127
3172.connectors.0,3172,IEC_62196_T2,AC_3_PHASE,22127
3173.connectors.0,3173,IEC_62196_T2,AC_3_PHASE,22127
3174.connectors.0,3174,IEC_62196_T2,AC_3_PHASE,22127
3175.connectors.0,3175,IEC_62196_T2,AC_3_PHASE,22127
3176.connectors.0,3176,IEC_62196_T2,AC_3_PHASE,22127
3177.connectors.0,3177,IEC_62196_T2,AC_3_PHASE,22127
3178.connectors.0,3178,IEC_62196_T2,AC_3_PHASE,22127
3179.connectors.0,3179,IEC_62196_T2,AC_3_PHASE,22127
3180.connectors.0,3180,IEC_62196_T2,AC_3_PHASE,22127
3181.connectors.0,3181,IEC_62196_T2,AC_3_PHASE,22127
3182.connectors.0,3182,IEC_62196_T2,AC_3_PHASE,22127
3183.connectors.0,3183,IEC_62196_T2,AC_3_PHASE,22127
3184.connectors.0,3184,IEC_62196_T2,AC_3_PHASE,16595
3185.connectors.0,3185,IEC_62196_T2,AC_3_PHASE,16595
3186.connectors.0,3186,IEC_62196_T2,AC_3_PHASE,22127
3187.connectors.0,3187,IEC_62196_T2,AC_3_PHASE,22127
3188.connectors.0,3188,IEC_62196_T2,AC_3_PHASE,22127
3189.connectors.0,3189,IEC_62196_T2,AC_3_PHASE,22127
3190.connectors.0,3190,IEC_62196_T2,AC_3_PHASE,22127
3191.connectors.0,3191,IEC_62196_T2,AC_3_PHASE,22127
3192.connectors.0,3192,IEC_62196_T2,AC_3_PHASE,22127
3193.connectors.0,3193,IEC_62196_T2,AC_3_PHASE,22127
3194.connectors.0,3194,IEC_62196_T2,AC_3_PHASE,22127
3195.connectors.0,3195,IEC_62196_T2,AC_3_PHASE,22127
3196.connectors.0,3196,IEC_62196_T2,AC_3_PHASE,22127
3197.connectors.0,3197,IEC_62196_T2,AC_3_PHASE,22127
3198.connectors.0,3198,IEC_62196_T2,AC_3_PHASE,22127
3199.connectors.0,3199,IEC_62196_T2,AC_3_PHASE,22127
3200.connectors.0,3200,IEC_62196_T2,AC_3_PHASE,22127
3201.connectors.0,3201,IEC_62196_T2,AC_3_PHASE,22127
3202.connectors.0,3202,IEC_62196_T2,AC_3_PHASE,22127
3203.connectors.0,3203,IEC_62196_T2,AC_3_PHASE,22127
3204.connectors.0,3204,IEC_62196_T2,AC_3_PHASE,22127
3205.connectors.0,3205,IEC_62196_T2,AC_3_PHASE,22127
3206.connectors.0,3206,IEC_62196_T2,AC_3_PHASE,16595
3207.connectors.0,3207,IEC_62196_T2,AC_3_PHASE,16595
3208.connectors.0,3208,IEC_62196_T2,AC_3_PHASE,16595
3209.connectors.0,3209,IEC_62196_T2,AC_3_PHASE,16595
3210.connectors.0,3210,IEC_62196_T2,AC_3_PHASE,16595
3211.connectors.0,3211,IEC_62196_T2,AC_3_PHASE,16595
3212.connectors.0,3212,IEC_62196_T2,AC_3_PHASE,22127
3213.connectors.0,3213,IEC_62196_T2,AC_3_PHASE,22127
3214.connectors.0,3214,IEC_62196_T2,AC_3_PHASE,22127
3215.connectors.0,3215,IEC_62196_T2,AC_3_PHASE,22127
3216.connectors.0,3216,IEC_62196_T2,AC_3_PHASE,22127
3217.connectors.0,3217,IEC_62196_T2,AC_3_PHASE,22127
3218.connectors.0,3218,IEC_62196_T2,AC_3_PHASE,22127
3219.connectors.0,3219,IEC_62196_T2,AC_3_PHASE,22127
3220.connectors.0,3220,IEC_62196_T2,AC_3_PHASE,22127
3221.connectors.0,3221,IEC_62196_T2,AC_3_PHASE,22127
3222.connectors.0,3222,IEC_62196_T2,AC_3_PHASE,22127
3223.connectors.0,3223,IEC_62196_T2,AC_3_PHASE,22127
3224.connectors.0,3224,IEC_62196_T2,AC_3_PHASE,22127
3225.connectors.0,3225,IEC_62196_T2,AC_3_PHASE,22127
3226.connectors.0,3226,IEC_62196_T2,AC_3_PHASE,22127
3227.connectors.0,3227,IEC_62196_T2,AC_3_PHASE,22127
3228.connectors.0,3228,IEC_62196_T2,AC_3_PHASE,22127
3229.connectors.0,3229,IEC_62196_T2,AC_3_PHASE,22127
3230.connectors.0,3230,IEC_62196_T2,AC_3_PHASE,22127
3231.connectors.0,3231,IEC_62196_T2,AC_3_PHASE,22127
3232.connectors.0,3232,IEC_62196_T2,AC_3_PHASE,22127
3233.connectors.0,3233,IEC_62196_T2,AC_3_PHASE,22127
3234.connectors.0,3234,IEC_62196_T2,AC_3_PHASE,22127
3235.connectors.0,3235,IEC_62196_T2,AC_3_PHASE,22127
3236.connectors.0,3236,IEC_62196_T2,AC_3_PHASE,22127
3237.connectors.0,3237,IEC_62196_T2,AC_3_PHASE,22127
3238.connectors.0,3238,IEC_62196_T2,AC_3_PHASE,22127
3239.connectors.0,3239,IEC_62196_T2,AC_3_PHASE,22127
3240.connectors.0,3240,IEC_62196_T2,AC_3_PHASE,11063
3241.connectors.0,3241,IEC_62196_T2,AC_3_PHASE,22127
3242.connectors.0,3242,IEC_62196_T2,AC_3_PHASE,22127
3243.connectors.0,3243,IEC_62196_T2,AC_3_PHASE,11063
3244.connectors.0,3244,IEC_62196_T2,AC_3_PHASE,11063
3245.connectors.0,3245,IEC_62196_T2,AC_3_PHASE,11063
3246.connectors.0,3246,IEC_62196_T2,AC_3_PHASE,22127
3247.connectors.0,3247,IEC_62196_T2,AC_3_PHASE,22127
3248.connectors.0,3248,IEC_62196_T2,AC_3_PHASE,22127
3249.connectors.0,3249,IEC_62196_T2,AC_3_PHASE,22127
3250.connectors.0,3250,IEC_62196_T2,AC_3_PHASE,11063
3251.connectors.0,3251,IEC_62196_T2,AC_3_PHASE,22127
3252.connectors.0,3252,IEC_62196_T2,AC_3_PHASE,22127
3253.connectors.0,3253,IEC_62196_T2,AC_3_PHASE,22127
3254.connectors.0,3254,IEC_62196_T2,AC_3_PHASE,11063
3255.connectors.0,3255,IEC_62196_T2,AC_3_PHASE,22127
3256.connectors.0,3256,IEC_62196_T2,AC_3_PHASE,11063
3257.connectors.0,3257,IEC_62196_T2,AC_3_PHASE,11063
3258.connectors.0,3258,IEC_62196_T2,AC_3_PHASE,11063
3259.connectors.0,3259,IEC_62196_T2,AC_3_PHASE,11063
3260.connectors.0,3260,IEC_62196_T2,AC_3_PHASE,11063
3261.connectors.0,3261,IEC_62196_T2,AC_3_PHASE,11063
3262.connectors.0,3262,IEC_62196_T2_COMBO,DC,50000
3263.connectors.0,3263,CHADEMO,DC,50000
3264.connectors.0,3264,IEC_62196_T2,AC_3_PHASE,43562
3265.connectors.0,3265,IEC_62196_T2_COMBO,DC,50000
3266.connectors.0,3266,CHADEMO,DC,50000
3267.connectors.0,3267,IEC_62196_T2,AC_3_PHASE,43562
3268.connectors.0,3268,IEC_62196_T2_COMBO,DC,50000
3269.connectors.0,3269,CHADEMO,DC,50000
3270.connectors.0,3270,IEC_62196_T2,AC_3_PHASE,43562
3271.connectors.0,3271,IEC_62196_T2_COMBO,DC,50000
3272.connectors.0,3272,CHADEMO,DC,50000
3273.connectors.0,3273,IEC_62196_T2,AC_3_PHASE,43562
3274.connectors.0,3274,IEC_62196_T2,AC_3_PHASE,16595
3275.connectors.0,3275,IEC_62196_T2,AC_3_PHASE,11063
3276.connectors.0,3276,IEC_62196_T2,AC_3_PHASE,16595
3277.connectors.0,3277,IEC_62196_T2,AC_3_PHASE,11063
3278.connectors.0,3278,IEC_62196_T2,AC_1_PHASE,3673
3279.connectors.0,3279,IEC_62196_T2,AC_1_PHASE,3673
3280.connectors.0,3280,IEC_62196_T2,AC_1_PHASE,3673
3281.connectors.0,3281,IEC_62196_T2,AC_1_PHASE,7345
3282.connectors.0,3282,IEC_62196_T2,AC_3_PHASE,22127
3283.connectors.0,3283,IEC_62196_T2,AC_3_PHASE,22127
3284.connectors.0,3284,IEC_62196_T2,AC_3_PHASE,22127
3285.connectors.0,3285,IEC_62196_T2,AC_3_PHASE,22127
3286.connectors.0,3286,IEC_62196_T2,AC_3_PHASE,22127
3287.connectors.0,3287,IEC_62196_T2,AC_3_PHASE,22127
3288.connectors.0,3288,IEC_62196_T2,AC_3_PHASE,22127
3289.connectors.0,3289,IEC_62196_T2,AC_3_PHASE,22127
3290.connectors.0,3290,IEC_62196_T2,AC_3_PHASE,22127
3291.connectors.0,3291,IEC_62196_T2,AC_3_PHASE,22127
3292.connectors.0,3292,IEC_62196_T2,AC_3_PHASE,22127
3293.connectors.0,3293,IEC_62196_T2,AC_3_PHASE,22127
3294.connectors.0,3294,IEC_62196_T2,AC_3_PHASE,22127
3295.connectors.0,3295,IEC_62196_T2,AC_3_PHASE,22127
3296.connectors.0,3296,IEC_62196_T2,AC_1_PHASE,7345
3297.connectors.0,3297,IEC_62196_T2,AC_1_PHASE,7345
3298.connectors.0,3298,IEC_62196_T2,AC_1_PHASE,7345
3299.connectors.0,3299,IEC_62196_T2,AC_1_PHASE,7345
3300.connectors.0,3300,IEC_62196_T2,AC_1_PHASE,7345
3301.connectors.0,3301,IEC_62196_T2,AC_1_PHASE,7345
3302.connectors.0,3302,IEC_62196_T2,AC_1_PHASE,7345
3303.connectors.0,3303,IEC_62196_T2,AC_1_PHASE,7345
3304.connectors.0,3304,IEC_62196_T2,AC_1_PHASE,7345
3305.connectors.0,3305,IEC_62196_T2,AC_1_PHASE,7345
3306.connectors.0,3306,IEC_62196_T2,AC_1_PHASE,7345
3307.connectors.0,3307,IEC_62196_T2,AC_1_PHASE,7345
3308.connectors.0,3308,IEC_62196_T2,AC_1_PHASE,7345
3309.connectors.0,3309,IEC_62196_T2,AC_1_PHASE,7345
3310.connectors.0,3310,IEC_62196_T2,AC_1_PHASE,7345
3311.connectors.0,3311,IEC_62196_T2,AC_1_PHASE,7345
3312.connectors.0,3312,IEC_62196_T2,AC_1_PHASE,7345
3313.connectors.0,3313,IEC_62196_T2,AC_1_PHASE,7345
3314.connectors.0,3314,IEC_62196_T2,AC_1_PHASE,7345
3315.connectors.0,3315,IEC_62196_T2,AC_1_PHASE,7345
3316.connectors.0,3316,IEC_62196_T2,AC_3_PHASE,22127
3317.connectors.0,3317,IEC_62196_T2,AC_3_PHASE,22127
3318.connectors.0,3318,IEC_62196_T2,AC_3_PHASE,22127
3319.connectors.0,3319,IEC_62196_T2,AC_3_PHASE,22127
3320.connectors.0,3320,IEC_62196_T2,AC_3_PHASE,22127
3321.connectors.0,3321,IEC_62196_T2,AC_3_PHASE,22127
3322.connectors.0,3322,IEC_62196_T2,AC_3_PHASE,22127
3323.connectors.0,3323,IEC_62196_T2,AC_3_PHASE,22127
3324.connectors.0,3324,IEC_62196_T2,AC_3_PHASE,22127
3325.connectors.0,3325,IEC_62196_T2,AC_3_PHASE,22127
3326.connectors.0,3326,IEC_62196_T2,AC_3_PHASE,22127
3327.connectors.0,3327,IEC_62196_T2,AC_3_PHASE,22127
3328.connectors.0,3328,IEC_62196_T2,AC_3_PHASE,22127
3329.connectors.0,3329,IEC_62196_T2,AC_3_PHASE,22127
3330.connectors.0,3330,IEC_62196_T2,AC_3_PHASE,22127
3331.connectors.0,3331,IEC_62196_T2,AC_3_PHASE,22127
3332.connectors.0,3332,IEC_62196_T2,AC_3_PHASE,22127
3333.connectors.0,3333,IEC_62196_T2,AC_3_PHASE,22127
3334.connectors.0,3334,IEC_62196_T2,AC_3_PHASE,22127
3335.connectors.0,3335,IEC_62196_T2,AC_3_PHASE,22127
3336.connectors.0,3336,IEC_62196_T2,AC_3_PHASE,22127
3337.connectors.0,3337,IEC_62196_T2,AC_3_PHASE,22127
3338.connectors.0,3338,IEC_62196_T2,AC_3_PHASE,22127
3339.connectors.0,3339,IEC_62196_T2,AC_3_PHASE,22127
3340.connectors.0,3340,IEC_62196_T2,AC_3_PHASE,22127
3341.connectors.0,3341,IEC_62196_T2,AC_3_PHASE,22127
3342.connectors.0,3342,IEC_62196_T2,AC_3_PHASE,22127
3343.connectors.0,3343,IEC_62196_T2,AC_3_PHASE,22127
3344.connectors.0,3344,IEC_62196_T2,AC_3_PHASE,22127
3345.connectors.0,3345,IEC_62196_T2,AC_3_PHASE,22127
3346.connectors.0,3346,IEC_62196_T2,AC_3_PHASE,22127
3347.connectors.0,3347,IEC_62196_T2,AC_3_PHASE,22127
3348.connectors.0,3348,IEC_62196_T2,AC_3_PHASE,22127
3349.connectors.0,3349,IEC_62196_T2,AC_3_PHASE,22127
3350.connectors.0,3350,IEC_62196_T2,AC_3_PHASE,22127
3351.connectors.0,3351,IEC_62196_T2,AC_3_PHASE,22127
3352.connectors.0,3352,IEC_62196_T2,AC_3_PHASE,22127
3353.connectors.0,3353,IEC_62196_T2,AC_3_PHASE,22127
3354.connectors.0,3354,IEC_62196_T2,AC_3_PHASE,22127
3355.connectors.0,3355,IEC_62196_T2,AC_3_PHASE,22127
3356.connectors.0,3356,IEC_62196_T2,AC_3_PHASE,22127
3357.connectors.0,3357,IEC_62196_T2,AC_3_PHASE,22127
3358.connectors.0,3358,IEC_62196_T2,AC_3_PHASE,22127
3359.connectors.0,3359,IEC_62196_T2,AC_3_PHASE,22127
3360.connectors.0,3360,IEC_62196_T2,AC_3_PHASE,22127
3361.connectors.0,3361,IEC_62196_T2,AC_3_PHASE,22127
3362.connectors.0,3362,IEC_62196_T2,AC_3_PHASE,22127
3363.connectors.0,3363,IEC_62196_T2,AC_3_PHASE,11063
3364.connectors.0,3364,IEC_62196_T2,AC_3_PHASE,22127
3365.connectors.0,3365,IEC_62196_T2,AC_3_PHASE,22127
3366.connectors.0,3366,IEC_62196_T2,AC_3_PHASE,22127
3367.connectors.0,3367,IEC_62196_T2,AC_3_PHASE,22127
3368.connectors.0,3368,IEC_62196_T2,AC_3_PHASE,22127
3369.connectors.0,3369,IEC_62196_T2,AC_3_PHASE,22127
3370.connectors.0,3370,IEC_62196_T2,AC_3_PHASE,22127
3371.connectors.0,3371,IEC_62196_T2,AC_3_PHASE,22127
3372.connectors.0,3372,IEC_62196_T2,AC_3_PHASE,22127
3373.connectors.0,3373,IEC_62196_T2,AC_3_PHASE,22127
3374.connectors.0,3374,IEC_62196_T2,AC_3_PHASE,22127
3375.connectors.0,3375,IEC_62196_T2,AC_3_PHASE,22127
3376.connectors.0,3376,IEC_62196_T2,AC_3_PHASE,22127
3377.connectors.0,3377,IEC_62196_T2,AC_3_PHASE,22127
3378.connectors.0,3378,IEC_62196_T2,AC_3_PHASE,22127
3379.connectors.0,3379,IEC_62196_T2,AC_3_PHASE,22127
3380.connectors.0,3380,IEC_62196_T2,AC_3_PHASE,22127
3381.connectors.0,3381,IEC_62196_T2,AC_3_PHASE,22127
3382.connectors.0,3382,IEC_62196_T2,AC_3_PHASE,22127
3383.connectors.0,3383,IEC_62196_T2,AC_3_PHASE,22127
3384.connectors.0,3384,IEC_62196_T2,AC_3_PHASE,22127
3385.connectors.0,3385,IEC_62196_T2_COMBO,DC,50000
3386.connectors.0,3386,CHADEMO,DC,50000
3387.connectors.0,3387,IEC_62196_T2,AC_3_PHASE,43562
3388.connectors.0,3388,IEC_62196_T2_COMBO,DC,50000
3389.connectors.0,3389,CHADEMO,DC,50000
3390.connectors.0,3390,IEC_62196_T2,AC_3_PHASE,43562
3391.connectors.0,3391,IEC_62196_T2_COMBO,DC,50000
3392.connectors.0,3392,CHADEMO,DC,50000
3393.connectors.0,3393,IEC_62196_T2,AC_3_PHASE,43562
3394.connectors.0,3394,IEC_62196_T2_COMBO,DC,50000
3395.connectors.0,3395,CHADEMO,DC,50000
3396.connectors.0,3396,IEC_62196_T2,AC_3_PHASE,43562
3397.connectors.0,3397,IEC_62196_T2_COMBO,DC,50000
3398.connectors.0,3398,CHADEMO,DC,50000
3399.connectors.0,3399,IEC_62196_T2,AC_3_PHASE,43562
3400.connectors.0,3400,IEC_62196_T2,AC_1_PHASE,7345
3401.connectors.0,3401,IEC_62196_T2,AC_1_PHASE,7345
3402.connectors.0,3402,IEC_62196_T2,AC_1_PHASE,7345
3403.connectors.0,3403,IEC_62196_T2_COMBO,DC,100000
3404.connectors.0,3404,IEC_62196_T2_COMBO,DC,100000
3405.connectors.0,3405,IEC_62196_T2_COMBO,DC,150000
3406.connectors.0,3406,IEC_62196_T2_COMBO,DC,150000
3407.connectors.0,3407,IEC_62196_T2_COMBO,DC,150000
3408.connectors.0,3408,IEC_62196_T2_COMBO,DC,150000
3409.connectors.0,3409,IEC_62196_T2_COMBO,DC,100000
3410.connectors.0,3410,IEC_62196_T2_COMBO,DC,100000
3411.connectors.0,3411,IEC_62196_T2_COMBO,DC,150000
3412.connectors.0,3412,IEC_62196_T2_COMBO,DC,150000
3413.connectors.0,3413,IEC_62196_T2_COMBO,DC,100000
3414.connectors.0,3414,IEC_62196_T2_COMBO,DC,100000
3415.connectors.0,3415,IEC_62196_T2_COMBO,DC,100000
3416.connectors.0,3416,IEC_62196_T2_COMBO,DC,100000
3417.connectors.0,3417,IEC_62196_T2,AC_3_PHASE,22127
3418.connectors.0,3418,IEC_62196_T2,AC_3_PHASE,22127
3419.connectors.0,3419,IEC_62196_T2,AC_3_PHASE,22127
3420.connectors.0,3420,IEC_62196_T2,AC_3_PHASE,22127
3421.connectors.0,3421,IEC_62196_T2,AC_3_PHASE,22127
3422.connectors.0,3422,IEC_62196_T2,AC_3_PHASE,22127
3423.connectors.0,3423,IEC_62196_T2,AC_3_PHASE,22127
3424.connectors.0,3424,IEC_62196_T2,AC_3_PHASE,22127
3425.connectors.0,3425,IEC_62196_T2,AC_3_PHASE,22127
3426.connectors.0,3426,IEC_62196_T2,AC_3_PHASE,22127
3427.connectors.0,3427,IEC_62196_T2,AC_3_PHASE,22127
3428.connectors.0,3428,IEC_62196_T2,AC_3_PHASE,22127
3429.connectors.0,3429,IEC_62196_T2,AC_3_PHASE,22127
3430.connectors.0,3430,IEC_62196_T2,AC_3_PHASE,22127
3431.connectors.0,3431,IEC_62196_T2,AC_3_PHASE,22127
